Indicator Code: CG0000
"Indicator Name: All Causes"
Export date: 10/29/2025 8:27:27 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: A00-Y89"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CSA,Central and South America,BRA,Brazil,1988,Female,Age70_74,[70-74],31708.00000000,100.00000000,,3482.36358780,
CSA,Central and South America,BRA,Brazil,1988,Female,Age75_79,[75-79],34559.00000000,100.00000000,,5656.39669250,
CSA,Central and South America,BRA,Brazil,1988,Female,Age80_84,[80-84],34154.00000000,100.00000000,,10520.83590000,
CSA,Central and South America,BRA,Brazil,1988,Female,Age85_over,[85+],35713.00000000,100.00000000,,20008.85223500,
CSA,Central and South America,BRA,Brazil,1989,Female,Age00,[0],45363.00000000,100.00000000,,2688.52031520,
CSA,Central and South America,BRA,Brazil,1989,Female,Age01_04,[1-4],8697.00000000,100.00000000,,121.84059574,
CSA,Central and South America,BRA,Brazil,1989,Female,Age05_09,[5-9],2996.00000000,100.00000000,,33.93121047,
CSA,Central and South America,BRA,Brazil,1989,Female,Age10_14,[10-14],2718.00000000,100.00000000,,33.92288173,
CSA,Central and South America,BRA,Brazil,1989,Female,Age15_19,[15-19],4165.00000000,100.00000000,,57.21913886,
CSA,Central and South America,BRA,Brazil,1989,Female,Age20_24,[20-24],5256.00000000,100.00000000,,75.02423728,
CSA,Central and South America,BRA,Brazil,1989,Female,Age25_29,[25-29],5890.00000000,100.00000000,,90.66834888,
CSA,Central and South America,BRA,Brazil,1989,Female,Age30_34,[30-34],7242.00000000,100.00000000,,130.26051383,
CSA,Central and South America,BRA,Brazil,1989,Female,Age35_39,[35-39],8683.00000000,100.00000000,,184.27575786,
CSA,Central and South America,BRA,Brazil,1989,Female,Age40_44,[40-44],10117.00000000,100.00000000,,268.29921581,
CSA,Central and South America,BRA,Brazil,1989,Female,Age45_49,[45-49],12357.00000000,100.00000000,,407.00428117,
CSA,Central and South America,BRA,Brazil,1989,Female,Age50_54,[50-54],15175.00000000,100.00000000,,566.43191936,
CSA,Central and South America,BRA,Brazil,1989,Female,Age55_59,[55-59],18471.00000000,100.00000000,,866.43666137,
CSA,Central and South America,BRA,Brazil,1989,Female,Age60_64,[60-64],22757.00000000,100.00000000,,1251.79873530,
CSA,Central and South America,BRA,Brazil,1989,Female,Age65_69,[65-69],25896.00000000,100.00000000,,1973.53830820,
CSA,Central and South America,BRA,Brazil,1989,Female,Age70_74,[70-74],31384.00000000,100.00000000,,3358.19737650,
CSA,Central and South America,BRA,Brazil,1989,Female,Age75_79,[75-79],34200.00000000,100.00000000,,5406.93510570,
CSA,Central and South America,BRA,Brazil,1989,Female,Age80_84,[80-84],32327.00000000,100.00000000,,9534.77877440,
CSA,Central and South America,BRA,Brazil,1989,Female,Age85_over,[85+],35314.00000000,100.00000000,,19173.73859100,
CSA,Central and South America,BRA,Brazil,1990,Female,Age00,[0],41430.00000000,100.00000000,,2491.36171590,
CSA,Central and South America,BRA,Brazil,1990,Female,Age01_04,[1-4],8365.00000000,100.00000000,,118.15736103,
CSA,Central and South America,BRA,Brazil,1990,Female,Age05_09,[5-9],2912.00000000,100.00000000,,32.65130015,
CSA,Central and South America,BRA,Brazil,1990,Female,Age10_14,[10-14],2595.00000000,100.00000000,,31.70431396,
CSA,Central and South America,BRA,Brazil,1990,Female,Age15_19,[15-19],4164.00000000,100.00000000,,56.49929091,
CSA,Central and South America,BRA,Brazil,1990,Female,Age20_24,[20-24],5037.00000000,100.00000000,,71.38384897,
CSA,Central and South America,BRA,Brazil,1990,Female,Age25_29,[25-29],6048.00000000,100.00000000,,91.13870488,
CSA,Central and South America,BRA,Brazil,1990,Female,Age30_34,[30-34],7080.00000000,100.00000000,,123.64419253,
CSA,Central and South America,BRA,Brazil,1990,Female,Age35_39,[35-39],8424.00000000,100.00000000,,172.57093200,
CSA,Central and South America,BRA,Brazil,1990,Female,Age40_44,[40-44],10064.00000000,100.00000000,,255.31314675,
CSA,Central and South America,BRA,Brazil,1990,Female,Age45_49,[45-49],11965.00000000,100.00000000,,383.58198572,
CSA,Central and South America,BRA,Brazil,1990,Female,Age50_54,[50-54],15400.00000000,100.00000000,,558.27159115,
CSA,Central and South America,BRA,Brazil,1990,Female,Age55_59,[55-59],18592.00000000,100.00000000,,849.62481606,
CSA,Central and South America,BRA,Brazil,1990,Female,Age60_64,[60-64],23800.00000000,100.00000000,,1270.11843590,
CSA,Central and South America,BRA,Brazil,1990,Female,Age65_69,[65-69],26858.00000000,100.00000000,,1959.23381400,
CSA,Central and South America,BRA,Brazil,1990,Female,Age70_74,[70-74],31893.00000000,100.00000000,,3305.36799720,
CSA,Central and South America,BRA,Brazil,1990,Female,Age75_79,[75-79],35521.00000000,100.00000000,,5441.08794190,
CSA,Central and South America,BRA,Brazil,1990,Female,Age80_84,[80-84],33785.00000000,100.00000000,,9565.78120310,
CSA,Central and South America,BRA,Brazil,1990,Female,Age85_over,[85+],38474.00000000,100.00000000,,20666.16891100,
CSA,Central and South America,BRA,Brazil,1991,Female,Age00,[0],37543.00000000,100.00000000,,2263.10979730,
